person_id,name,full_name,party,caucus_short_name,province,constituency,presence_rate,present,paired,absent,total_votes,tenure_months,years_in_house,elections_won,interventions_count,committee_interventions_count,bills_sponsored_current,committees_count,associations_count,position_leadership_score,position_leadership_rank,position_leadership_percentile,position_leadership_score_percentile_in_party,activity_index_score,activity_index_rank,activity_index_percentile,activity_index_score_percentile,activity_index_score_percentile_in_party,activity_index_score_rank,associations_count_percentile,associations_count_percentile_in_party,associations_count_rank,bills_sponsored_current_percentile,bills_sponsored_current_percentile_in_party,bills_sponsored_current_rank,chamber,committee_interventions_count_percentile,committee_interventions_count_percentile_in_party,committee_interventions_count_rank,committee_per_month,committees_count_percentile,committees_count_percentile_in_party,committees_count_rank,computed_at,interventions_count_percentile,interventions_count_percentile_in_party,interventions_count_rank,interventions_per_month,metrics_version,parliament,political_alignment_score,presence_rate_percentile,presence_rate_percentile_in_party,presence_rate_rank,session,tenure_months_percentile,tenure_months_percentile_in_party,tenure_months_rank
88532,Joël Lightbound,Joël Lightbound,Liberal,Liberal,Quebec,Louis-Hébert,100.0,,,,,123,,,148,64,,,10,70.00,,,,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84672,Ted Falk,Ted Falk,Conservative,Conservative,Manitoba,Provencher,100.0,,,,,145,,,55,166,2,1,10,0.00,,,,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88994,Julie Dabrusin,Julie Dabrusin,Liberal,Liberal,Ontario,Toronto—Danforth,100.0,,,,,123,,,211,62,,,10,70.00,,,,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25488,Michael Chong,Michael Chong,Conservative,Conservative,Ontario,Wellington—Halton Hills North,91.5,,,,,258,,,26,61,2,2,7,10.67,,,,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122615,Claude Guay,Claude Guay,Liberal,Liberal,Quebec,LaSalle—Émard—Verdun,100.0,,,,,8,,,55,41,,2,16,22.89,,,,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88521,Sherry Romanado,Sherry Romanado,Liberal,Liberal,Quebec,Longueuil—Charles-LeMoyne,100.0,,,,,123,,,20,43,1,2,10,21.33,,,,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104555,Kody Blois,Kody Blois,Liberal,Liberal,Nova Scotia,Kings—Hants,96.6,,,,,75,,,125,,1,,11,40.00,,,,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104669,Yves-François Blanchet,Yves-François Blanchet,Bloc Québécois,Bloc Québécois,Quebec,Beloeil—Chambly,100.0,,,,,75,,,120,,1,,17,80.00,,,,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110225,Sophie Chatel,Sophie Chatel,Liberal,Liberal,Quebec,Pontiac—Kitigan Zibi,100.0,,,,,52,,,42,79,,2,3,22.89,,,,6.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105774,Tamara Jansen,Tamara Jansen,Conservative,Conservative,British Columbia,Cloverdale—Langley City,100.0,,,,,35,,,101,82,1,1,10,0.00,,,,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30552,Kevin Lamoureux,Kevin Lamoureux,Liberal,Liberal,Manitoba,Winnipeg North,100.0,,,,,181,,,1205,,2,,2,40.00,,,,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88649,Peter Schiefke,Peter Schiefke,Liberal,Liberal,Quebec,Vaudreuil,100.0,,,,,123,,,18,648,,3,9,17.40,,,,6.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89211,Arnold Viersen,Arnold Viersen,Conservative,Conservative,Alberta,Peace River—Westlock,100.0,,,,,123,,,110,70,5,1,7,0.00,,,,6.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123276,Roman Baber,Roman Baber,Conservative,Conservative,Ontario,York Centre,100.0,,,,,8,,,79,100,1,1,2,0.00,,,,6.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9486,David McGuinty,David McGuinty,Liberal,Liberal,Ontario,Ottawa South,100.0,,,,,258,,,44,45,1,,14,80.00,,,,6.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31119,Terry Duguid,Terry Duguid,Liberal,Liberal,Manitoba,Winnipeg South,100.0,,,,,123,,,18,287,,3,8,16.97,,,,6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59156,Kelly Block,Kelly Block,Conservative,Conservative,Saskatchewan,Carlton Trail—Eagle Creek,100.0,,,,,207,,,55,112,1,2,13,0.00,,,,6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88770,Jamie Schmale,Jamie Schmale,Conservative,Conservative,Ontario,Haliburton—Kawartha Lakes,100.0,,,,,123,,,37,198,,2,17,10.67,,,,6.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114349,Charles Sousa,Charles Sousa,Liberal,Liberal,Ontario,Mississauga—Lakeshore,100.0,,,,,37,,,21,287,,3,5,17.40,,,,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115744,Ben Carr,Ben Carr,Liberal,Liberal,Manitoba,Winnipeg South Centre,100.0,,,,,31,,,19,579,,3,6,17.40,,,,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63908,Bernard Généreux,Bernard Généreux,Conservative,Conservative,Quebec,Côte-du-Sud—Rivière-du-Loup—Kataskomiq—Témiscouata,100.0,,,,,140,,,55,118,1,1,10,0.00,,,,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88308,Robert Morrissey,Robert Morrissey,Liberal,Liberal,Prince Edward Island,Egmont,100.0,,,,,123,,,17,542,,4,6,15.18,,,,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98079,Dane Lloyd,Dane Lloyd,Conservative,Conservative,Alberta,Parkland,100.0,,,,,98,,,54,238,1,1,16,0.00,,,,6.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105521,Raquel Dancho,Raquel Dancho,Conservative,Conservative,Manitoba,Kildonan—St. Paul,100.0,,,,,75,,,39,157,,2,5,10.67,,,,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122911,Vince Gasparro,Vince Gasparro,Liberal,Liberal,Ontario,Eglinton—Lawrence,100.0,,,,,8,,,31,81,,1,6,26.00,,,,6.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89156,Ziad Aboultaif,Ziad Aboultaif,Conservative,Conservative,Alberta,Edmonton Manning,100.0,,,,,123,,,59,91,1,1,12,0.00,,,,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88944,Terry Sheehan,Terry Sheehan,Liberal,Liberal,Ontario,Sault Ste. Marie—Algoma,100.0,,,,,123,,,8,356,,3,16,17.40,,,,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88535,Gérard Deltell,Gérard Deltell,Conservative,Conservative,Quebec,Louis-Saint-Laurent—Akiawenhrahk,100.0,,,,,123,,,127,76,1,1,5,0.00,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104531,Mike Kelloway,Mike Kelloway,Liberal,Liberal,Nova Scotia,Sydney—Glace Bay,100.0,,,,,75,,,20,118,,2,1,21.33,,,,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123081,Pauline Rochefort,Pauline Rochefort,Liberal,Liberal,Ontario,Nipissing—Timiskaming,100.0,,,,,8,,,27,87,,1,5,26.00,,,,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89407,Joël Godin,Joël Godin,Conservative,Conservative,Quebec,Portneuf—Jacques-Cartier,96.6,,,,,123,,,30,131,,2,8,10.67,,,,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28286,Mark Carney,Mark Carney,Liberal,Liberal,Ontario,Nepean,91.5,,,,,8,,,211,,1,,,93.00,,,,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59293,Ron McKinnon,Ron McKinnon,Liberal,Liberal,British Columbia,Coquitlam—Port Coquitlam,100.0,,,,,123,,,30,37,2,2,15,8.47,,,,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105559,Jeremy Patzer,Jeremy Patzer,Conservative,Conservative,Saskatchewan,Swift Current—Grasslands—Kindersley,100.0,,,,,75,,,81,80,1,1,,0.00,,,,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88468,Steven MacKinnon,Steven MacKinnon,Liberal,Liberal,Quebec,Gatineau,100.0,,,,,123,,,387,41,,,5,53.26,,,,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110572,Yasir Naqvi,Yasir Naqvi,Liberal,Liberal,Ontario,Ottawa Centre,100.0,,,,,52,,,39,37,,2,17,21.33,,,,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102653,Scot Davidson,Scot Davidson,Conservative,Conservative,Ontario,New Tecumseth—Gwillimbury,100.0,,,,,82,,,72,,3,1,8,5.10,,,,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116022,Shuvaloy Majumdar,Shuvaloy Majumdar,Conservative,Conservative,Alberta,Calgary Heritage,96.6,,,,,29,,,35,75,,1,7,13.00,,,,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122756,Madeleine Chenette,Madeleine Chenette,Liberal,Liberal,Quebec,Thérèse-De Blainville,100.0,,,,,8,,,40,46,,1,7,26.00,,,,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123625,Ernie Klassen,Ernie Klassen,Liberal,Liberal,British Columbia,South Surrey—White Rock,100.0,,,,,8,,,16,89,,1,6,26.00,,,,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88515,Fayçal El-Khoury,Fayçal El-Khoury,Liberal,Liberal,Quebec,Laval—Les Îles,100.0,,,,,123,,,3,127,,1,12,19.50,,,,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109867,Clifford Small,Clifford Small,Conservative,Conservative,Newfoundland and Labrador,Central Newfoundland,100.0,,,,,52,,,45,186,1,1,7,0.00,,,,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122773,Jennifer McKelvie,Jennifer McKelvie,Liberal,Liberal,Ontario,Ajax,100.0,,,,,8,,,32,62,,1,4,26.00,,,,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72035,Bob Zimmer,Bob Zimmer,Conservative,Conservative,British Columbia,Prince George—Peace River—Northern Rockies,100.0,,,,,176,,,56,74,1,1,13,0.00,,,,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35897,Blaine Calkins,Blaine Calkins,Conservative,Conservative,Alberta,Ponoka—Didsbury,100.0,,,,,239,,,67,54,1,1,12,0.00,,,,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96367,Stephanie Kusie,Stephanie Kusie,Conservative,Conservative,Alberta,Calgary Midnapore,96.6,,,,,105,,,60,58,1,2,14,0.00,,,,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122533,Abdelhaq Sari,Abdelhaq Sari,Liberal,Liberal,Quebec,Bourassa,98.3,,,,,8,,,107,111,,1,9,0.00,,,,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123675,Rebecca Alty,Rebecca Alty,Liberal,Liberal,Northwest Territories,Northwest Territories,100.0,,,,,8,,,33,52,1,,,70.00,,,,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122913,Andrew Lawton,Andrew Lawton,Conservative,Conservative,Ontario,Elgin—St. Thomas—London South,100.0,,,,,8,,,182,189,,1,8,0.00,,,,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122507,Jason Groleau,Jason Groleau,Conservative,Conservative,Quebec,Beauce,100.0,,,,,8,,,86,96,,1,17,0.00,,,,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122375,Tom Osborne,Tom Osborne,Liberal,Liberal,Newfoundland and Labrador,Cape Spear,100.0,,,,,8,,,24,46,,2,10,21.33,,,,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104571,Jaime Battiste,Jaime Battiste,Liberal,Liberal,Nova Scotia,Cape Breton—Canso—Antigonish,100.0,,,,,75,,,20,70,,2,3,21.33,,,,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122462,David Myles,David Myles,Liberal,Liberal,New Brunswick,Fredericton—Oromocto,100.0,,,,,8,,,11,94,,1,2,26.00,,,,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123282,Jacob Mantle,Jacob Mantle,Conservative,Conservative,Ontario,York—Durham,100.0,,,,,8,,,134,93,,1,10,0.00,,,,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123305,Ginette Lavack,Ginette Lavack,Liberal,Liberal,Manitoba,St. Boniface—St. Vital,100.0,,,,,8,,,23,60,,1,7,26.00,,,,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123552,Jeff Kibble,Jeff Kibble,Conservative,Conservative,British Columbia,Cowichan—Malahat—Langford,100.0,,,,,8,,,49,136,1,1,,0.00,,,,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123104,Rhonda Kirkland,Rhonda Kirkland,Conservative,Conservative,Ontario,Oshawa,100.0,,,,,8,,,121,98,,1,7,0.00,,,,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110009,Dominique Vien,Dominique Vien,Conservative,Conservative,Quebec,Bellechasse—Les Etchemins—Lévis,100.0,,,,,52,,,62,52,1,2,6,0.00,,,,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123248,Michael Guglielmin,Michael Guglielmin,Conservative,Conservative,Ontario,Vaughan—Woodbridge,100.0,,,,,8,,,95,152,,1,4,0.00,,,,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105186,Eric Melillo,Eric Melillo,Conservative,Conservative,Ontario,Kenora—Kiiwetinoong,100.0,,,,,75,,,68,37,1,1,9,0.00,,,,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123019,Tim Hodgson,Tim Hodgson,Liberal,Liberal,Ontario,Markham—Thornhill,100.0,,,,,8,,,314,,,,12,70.00,,,,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35397,Jacques Gourde,Jacques Gourde,Conservative,Conservative,Quebec,Lévis—Lotbinière,98.3,,,,,239,,,37,77,2,1,7,0.00,,,,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123153,Vincent Ho,Vincent Ho,Conservative,Conservative,Ontario,Richmond Hill South,98.3,,,,,8,,,68,96,,1,8,0.00,,,,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122933,Dominique O'Rourke,Dominique O'Rourke,Liberal,Liberal,Ontario,Guelph,100.0,,,,,8,,,62,104,,1,14,0.00,,,,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104977,Élisabeth Brière,Élisabeth Brière,Liberal,Liberal,Quebec,Sherbrooke,100.0,,,,,75,,,20,39,,2,17,24.25,,,,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88698,Ruby Sahota,Ruby Sahota,Liberal,Liberal,Ontario,Brampton North—Caledon,100.0,,,,,123,,,151,5,,,6,60.00,,,,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105863,Helena Konanz,Helena Konanz,Conservative,Conservative,British Columbia,Similkameen—South Okanagan—West Kootenay,100.0,,,,,8,,,79,151,,1,1,0.00,,,,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35909,Marc Dalton,Marc Dalton,Conservative,Conservative,British Columbia,Pitt Meadows—Maple Ridge,100.0,,,,,75,,,58,47,1,1,17,0.00,,,,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105210,Lianne Rood,Lianne Rood,Conservative,Conservative,Ontario,Middlesex—London,98.3,,,,,75,,,37,65,2,1,15,0.00,,,,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122994,Matt Strauss,Matt Strauss,Conservative,Conservative,Ontario,Kitchener South—Hespeler,94.9,,,,,8,,,70,170,,1,2,0.00,,,,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122684,Marjorie Michel,Marjorie Michel,Liberal,Liberal,Quebec,Papineau,100.0,,,,,8,,,21,123,,,2,70.00,,,,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110538,Rechie Valdez,Rechie Valdez,Liberal,Liberal,Ontario,Mississauga—Streetsville,100.0,,,,,52,,,16,48,1,,3,66.50,,,,5.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89000,Bardish Chagger,Bardish Chagger,Liberal,Liberal,Ontario,Waterloo,100.0,,,,,123,,,70,2,3,1,17,0.00,,,,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105082,Dave Epp,Dave Epp,Conservative,Conservative,Ontario,Chatham-Kent—Leamington,100.0,,,,,75,,,56,103,,1,15,0.00,,,,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122988,Kelly DeRidder,Kelly DeRidder,Conservative,Conservative,Ontario,Kitchener Centre,100.0,,,,,8,,,48,57,1,1,14,0.00,,,,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89084,Kevin Waugh,Kevin Waugh,Conservative,Conservative,Saskatchewan,Saskatoon South,100.0,,,,,123,,,21,85,4,1,10,0.00,,,,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109872,Carol Anstey,Carol Anstey,Conservative,Conservative,Newfoundland and Labrador,Long Range Mountains,98.3,,,,,8,,,79,81,,1,5,0.00,,,,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88849,Iqra Khalid,Iqra Khalid,Liberal,Liberal,Ontario,Mississauga—Erin Mills,98.3,,,,,123,,,18,64,,2,15,11.25,,,,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110454,Shelby Kramp-Neuman,Shelby Kramp-Neuman,Conservative,Conservative,Ontario,Hastings—Lennox and Addington—Tyendinaga,98.3,,,,,52,,,68,78,,1,12,0.00,,,,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58841,Kyle Seeback,Kyle Seeback,Conservative,Conservative,Ontario,Dufferin—Caledon,100.0,,,,,128,,,79,52,1,,11,0.00,,,,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122678,Gabriel Hardy,Gabriel Hardy,Conservative,Conservative,Quebec,Montmorency—Charlevoix,100.0,,,,,8,,,97,90,,1,1,0.00,,,,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89027,Doug Eyolfson,Doug Eyolfson,Liberal,Liberal,Manitoba,Winnipeg West,100.0,,,,,56,,,31,134,1,1,2,0.00,,,,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111025,Tamara Kronis,Tamara Kronis,Conservative,Conservative,British Columbia,Nanaimo—Ladysmith,100.0,,,,,8,,,112,57,,2,17,0.00,,,,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122925,John Zerucelli,John Zerucelli,Liberal,Liberal,Ontario,Etobicoke North,100.0,,,,,8,,,39,39,,,10,60.00,,,,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17210,Rob Moore,Rob Moore,Conservative,Conservative,New Brunswick,Fundy Royal,100.0,,,,,210,,,18,,2,,9,40.00,,,,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123372,David Bexte,David Bexte,Conservative,Conservative,Alberta,Bow River,100.0,,,,,8,,,61,184,,1,3,0.00,,,,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98747,Jean Yip,Jean Yip,Liberal,Liberal,Ontario,Scarborough—Agincourt,100.0,,,,,97,,,6,71,,1,10,13.00,,,,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,Elizabeth May,Elizabeth May,Green Party,Green Party,British Columbia,Saanich—Gulf Islands,96.6,,,,,176,,,268,28,25,,17,0.00,,,,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88368,Wayne Long,Wayne Long,Liberal,Liberal,New Brunswick,Saint John—Kennebecasis,100.0,,,,,123,,,118,,,,1,60.00,,,,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89150,Kerry Diotte,Kerry Diotte,Conservative,Conservative,Alberta,Edmonton Griesbach,100.0,,,,,79,,,30,78,1,1,16,0.00,,,,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109877,Joanne Thompson,Joanne Thompson,Liberal,Liberal,Newfoundland and Labrador,St. John's East,100.0,,,,,52,,,34,44,,,12,70.00,,,,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123060,Sandra Cobena,Sandra Cobena,Conservative,Conservative,Ontario,Newmarket—Aurora,100.0,,,,,8,,,85,69,,1,6,0.00,,,,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123092,Sima Acan,Sima Acan,Liberal,Liberal,Ontario,Oakville West,100.0,,,,,8,,,49,119,,1,10,0.00,,,,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123287,Grant Jackson,Grant Jackson,Conservative,Conservative,Manitoba,Brandon—Souris,100.0,,,,,8,,,86,69,,1,6,0.00,,,,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88703,Sonia Sidhu,Sonia Sidhu,Liberal,Liberal,Ontario,Brampton South,100.0,,,,,123,,,21,73,3,1,11,0.00,,,,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89249,Todd Doherty,Todd Doherty,Conservative,Conservative,British Columbia,Cariboo—Prince George,100.0,,,,,123,,,144,24,11,,18,0.00,,,,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105088,Michael Ma,Michael Ma,Liberal,Liberal,Ontario,Markham—Unionville,100.0,,,,,8,,,69,62,,1,10,0.00,,,,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122492,Mandy Gull-Masty,Mandy Gull-Masty,Liberal,Liberal,Quebec,Abitibi—Baie-James—Nunavik—Eeyou,100.0,,,,,8,,,15,85,,,4,70.00,,,,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105437,Marcus Powlowski,Marcus Powlowski,Liberal,Liberal,Ontario,Thunder Bay—Rainy River,100.0,,,,,75,,,10,147,1,1,11,0.00,,,,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122753,Tatiana Auguste,Tatiana Auguste,Liberal,Liberal,Quebec,Terrebonne,100.0,,,,,8,,,47,47,1,1,6,0.00,,,,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96350,Emmanuella Lambropoulos,Emmanuella Lambropoulos,Liberal,Liberal,Quebec,Saint-Laurent,100.0,,,,,105,,,6,8,1,1,7,13.00,,,,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123586,Aaron Gunn,Aaron Gunn,Conservative,Conservative,British Columbia,North Island—Powell River,100.0,,,,,8,,,58,199,,1,,0.00,,,,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89259,Scott Anderson,Scott Anderson,Conservative,Conservative,British Columbia,Vernon—Lake Country—Monashee,98.3,,,,,8,,,51,92,,1,8,0.00,,,,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122668,Bienvenu-Olivier Ntumba,Bienvenu-Olivier Ntumba,Liberal,Liberal,Quebec,Mont-Saint-Bruno—L'Acadie,100.0,,,,,8,,,54,83,,1,9,0.00,,,,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122559,Marianne Dandurand,Marianne Dandurand,Liberal,Liberal,Quebec,Compton—Stanstead,100.0,,,,,8,,,36,124,,2,10,0.00,,,,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122473,Guillaume Deschênes-Thériault,Guillaume Deschênes-Thériault,Liberal,Liberal,New Brunswick,Madawaska—Restigouche,100.0,,,,,8,,,150,51,,2,4,0.00,,,,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123361,Steven Bonk,Steven Bonk,Conservative,Conservative,Saskatchewan,Souris—Moose Mountain,100.0,,,,,8,,,72,40,1,,6,0.00,,,,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115736,Anna Gainey,Anna Gainey,Liberal,Liberal,Quebec,Notre-Dame-de-Grâce—Westmount,100.0,,,,,31,,,58,,,,4,60.00,,,,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87121,Leah Gazan,Leah Gazan,NDP,NDP,Manitoba,Winnipeg Centre,100.0,,,,,75,,,84,27,2,,2,0.00,,,,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122587,Marie-Gabrielle Ménard,Marie-Gabrielle Ménard,Liberal,Liberal,Quebec,Hochelaga—Rosemont-Est,100.0,,,,,8,,,10,32,,2,3,21.33,,,,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122959,John-Paul Danko,John-Paul Danko,Liberal,Liberal,Ontario,Hamilton West—Ancaster—Dundas,100.0,,,,,8,,,80,40,,1,11,0.00,,,,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123447,Billy Morin,Billy Morin,Conservative,Conservative,Alberta,Edmonton Northwest,98.3,,,,,8,,,63,80,,1,1,0.00,,,,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71454,Pierre Paul-Hus,Pierre Paul-Hus,Conservative,Conservative,Quebec,Charlesbourg—Haute-Saint-Charles,100.0,,,,,123,,,76,5,2,,14,0.00,,,,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89346,Jenny Kwan,Jenny Kwan,NDP,NDP,British Columbia,Vancouver East,94.9,,,,,123,,,102,21,4,,3,0.00,,,,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89263,Gord Johns,Gord Johns,NDP,NDP,British Columbia,Courtenay—Alberni,94.9,,,,,123,,,158,3,7,,18,0.00,,,,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110918,Laila Goodridge,Laila Goodridge,Conservative,Conservative,Alberta,Fort McMurray—Cold Lake,89.8,,,,,52,,,71,40,,1,17,0.00,,,,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123073,Fred Davies,Fred Davies,Conservative,Conservative,Ontario,Niagara South,100.0,,,,,8,,,67,56,,1,6,0.00,,,,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108395,Branden Leslie,Branden Leslie,Conservative,Conservative,Manitoba,Portage—Lisgar,100.0,,,,,31,,,49,192,,1,,0.00,,,,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
